track_name,track_artist,track_popularity,track_album_release_date,danceability,energy,acousticness,liveness
Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy),Martin Garrix,83,25/4/19,0.661,0.723,0.179,0.14
Body (feat. brando),Loud Luxury,63,27/10/17,0.752,0.764,0.0476,0.0543
Who's Got Your Love,Cheat Codes,70,15/3/19,0.704,0.888,0.00553,0.079
Never Go Back - Robin Schulz Remix,Dennis Lloyd,70,7/6/19,0.655,0.713,0.338,0.0971
Pumped Up,Klingande,56,8/9/17,0.732,0.734,0.00719,0.34
California,Hot Shade,65,4/5/18,0.619,0.735,0.017,0.347
Solo Dance,Martin Jensen,61,4/11/16,0.746,0.846,0.0485,0.195
Replay,Davai,60,25/8/17,0.776,0.809,0.415,0.179
Think About You - Galantis Remix,Kygo,63,12/4/19,0.621,0.898,0.0976,0.404
Love No More,Loud Luxury,54,31/8/18,0.767,0.674,0.0216,0.257
All Falls Down (feat. Juliander),Alan Walker,70,14/12/18,0.655,0.672,0.253,0.312
Lonely Together (feat. Rita Ora),Avicii,6,23/11/18,0.638,0.656,0.143,0.094
Remind Me to Forget,Kygo,70,3/11/17,0.689,0.505,0.158,0.138
Next To Me,Axel Johansson,54,20/4/18,0.445,0.597,0.158,0.128
Giant (with Rag'n'Bone Man),Calvin Harris,83,11/1/19,0.807,0.887,0.016,0.0811
Happier - Tiësto’s AFTR:HRS Remix,Ed Sheeran,53,1/6/18,0.684,0.823,0.00576,0.201
Hum With Me,John De Sohn,55,9/6/17,0.653,0.708,0.109,0.163
Without You (feat. Sandro Cavazza),Avicii,81,10/8/17,0.662,0.858,0.00163,0.0456
Call On Me - Ryan Riback Remix,Starley,58,7/10/16,0.691,0.821,0.136,0.092
Sad (feat. Afrojack),Chico Rose,75,30/8/19,0.717,0.716,0.0421,0.0699
Stargazing,Kygo,73,21/9/17,0.677,0.497,0.152,0.0911
Symphony (feat. Zara Larsson),Clean Bandit,73,30/11/18,0.715,0.605,0.239,0.189
Stay Young,Mike Perry,57,1/9/17,0.572,0.713,0.0754,0.226
More Than You Know,Axwell /\ Ingrosso,25,24/5/17,0.645,0.741,0.0323,0.29
Why Boy,Steff da Campo,55,7/6/19,0.497,0.924,0.149,0.267
The Nights,Avicii,80,1/1/14,0.527,0.835,0.0166,0.249
Rich Love (with Seeb),OneRepublic,69,14/7/17,0.401,0.872,0.167,0.362
Mama,Jonas Blue,74,9/11/18,0.738,0.794,0.101,0.0533
Feel Good,Felix Jaehn,65,16/2/18,0.702,0.903,0.121,0.168
IDGAF - Hazers Remix,Dua Lipa,50,23/2/18,0.814,0.705,0.0958,0.0687
Breathe (feat. Ina Wroldsen),Jax Jones,66,12/7/19,0.724,0.733,0.0249,0.127
Rockstar,Ilkay Sencan,71,21/6/19,0.771,0.826,0.142,0.145
Jackie Chan,Tiësto,79,18/5/18,0.747,0.834,0.374,0.0586
Moonlight,Gaullin,76,7/9/18,0.813,0.761,0.0529,0.337
All I Wanna Do,Martin Jensen,55,8/4/16,0.728,0.794,0.148,0.0688
Sweet but Psycho,Ava Max,87,17/8/18,0.719,0.704,0.0691,0.166
Melody - ANGEMI Remix,Lost Frequencies,35,15/6/18,0.564,0.833,0.0112,0.101
High On Life (feat. Bonn),Martin Garrix,77,29/7/18,0.414,0.486,0.0129,0.111
So Am I,Ava Max,83,7/3/19,0.682,0.656,0.0737,0.353
I Know You - Vigiland Remix,Craig David,51,9/2/18,0.674,0.471,0.0946,0.22
Through To You,Lyente,2,17/4/18,0.69,0.689,0.0655,0.136
Burn Out (feat. Dewain Whitmore),Martin Garrix,68,14/9/18,0.594,0.722,0.0156,0.0667
Penny,Dimitri Vangelis & Wyman,50,29/3/19,0.468,0.968,0.0224,0.194
Wait For Me,Steve Brian,42,12/10/18,0.465,0.739,0.00987,0.373
bad guy,Billie Eilish,95,29/3/19,0.701,0.425,0.328,0.1
Daylight (Airbeat One Anthem 2018),Fluex,50,22/6/18,0.631,0.939,0.0728,0.319
Imagine,Rob Tirea,21,13/4/18,0.578,0.776,0.363,0.175
Apple Juice (feat. Carla Monroe) - MOTi Remix,SLATIN,63,30/11/18,0.671,0.91,0.00196,0.171
Glitch,Martin Garrix,56,14/12/18,0.715,0.792,0.055,0.269
Brand New (Helium),Lvly,2,13/4/18,0.714,0.809,0.00736,0.342
Shades Of Voices (Original Mix),PULLER,2,23/1/17,0.691,0.874,0.0286,0.0704
In Time,CAZZETTE,49,12/10/18,0.651,0.711,0.111,0.0488
Halfway There (feat. Lena Leon),Tiësto,60,15/3/19,0.59,0.888,7.53E-04,0.817
Spirit Of Freedom,Dropgun,45,25/1/19,0.438,0.914,0.0206,0.12
Mama Look at Me Now,Galantis,56,13/7/18,0.59,0.678,0.0259,0.0707
Toxic Rain - No Class Remix,Alicia Madison,41,11/5/18,0.461,0.773,0.0153,0.234
The Beat,Mike Williams,70,23/7/18,0.563,0.954,0.119,0.27
Wild Wild Son,Armin van Buuren,57,12/10/18,0.446,0.573,0.0416,0.108
Waiting For Love,Avicii,16,2/10/15,0.577,0.741,0.298,0.142
Shelter (Mix Cut) - Yoel Lewis Remix,Dash Berlin,48,20/4/18,0.486,0.855,4.52E-04,0.249
Like I Do,David Guetta,72,22/2/18,0.635,0.9,0.00664,0.37
Skyline,Catiso,2,23/2/18,0.733,0.791,0.239,0.265
Callin' - Extended Mix,Lush & Simon,2,1/6/18,0.627,0.956,0.0256,0.125
Roads,Vargas & Lagola,66,9/2/18,0.527,0.806,5.98E-04,0.358
Jackie Chan,Tiësto,60,18/5/18,0.742,0.838,0.339,0.0595
Came Here for Love,Sigala,68,9/6/17,0.708,0.868,0.0313,0.122
Kids in Love - Don Diablo Remix,Kygo,50,11/5/18,0.653,0.911,0.0623,0.301
Let You Down - Chris Royal Remix,Bombs Away,39,16/4/18,0.361,0.945,0.00105,0.0967
Mercury,Catiso,1,23/2/18,0.732,0.828,0.00379,0.272
Different Place,STVCKS,4,2/3/18,0.673,0.943,0.0448,0.101
One Last Time,Ariana Grande,16,22/8/14,0.628,0.593,0.093,0.096
I Feel The Love,Tritonal,58,9/9/16,0.555,0.813,0.0201,0.165
No Brainer,DJ Khaled,77,27/7/18,0.552,0.76,0.0733,0.0865
Sun Is Shining,Axwell /\ Ingrosso,71,28/7/17,0.467,0.757,0.0866,0.0742
Breathe,Jax Jones,65,1/12/17,0.722,0.744,0.0234,0.143
In the Name of Love,Martin Garrix,80,29/7/16,0.501,0.519,0.109,0.454
Pure Gold,oomiee,1,1/9/17,0.64,0.857,0.00164,0.336
Turning Up,ARASHI,67,3/11/19,0.769,0.817,0.0225,0.244
Winter Hitori feat. ASOBOiSM,Shinn Yamada,28,11/12/19,0.787,0.722,0.0489,0.0956
9と4分の3番線で君を待つ (Run Away) - Japanese Ver.,TOMORROW X TOGETHER,48,14/1/20,0.63,0.787,0.00489,0.134
Nobody Knows,Hiroomi Tosaka,39,8/1/20,0.617,0.885,0.0169,0.326
One in a Million -奇跡の夜に-,GENERATIONS from EXILE TRIBE,60,21/11/19,0.746,0.805,0.074,0.0548
別世界,E-girls,29,29/1/20,0.695,0.88,0.194,0.0898
Gimme GImme,iamSHUM,21,11/12/19,0.705,0.858,0.112,0.298
御伽の街,DAOKO,40,15/1/20,0.803,0.863,0.00947,0.0823
ボイスメモ No. 5,CHANMINA,37,17/1/20,0.736,0.666,0.0795,0.332
Now & Forever (feat. SONPUB & 向井太一),香取慎吾,38,1/1/20,0.826,0.569,0.287,0.0449
Make A Move - Pt. 2,EMMA WAHLIN,17,17/1/20,0.837,0.52,0.617,0.184
光線,Ghost like girlfriend,30,15/1/20,0.636,0.744,0.101,0.0912
ZONE OF GOLD,Ryuji Imaichi,31,15/1/20,0.486,0.714,0.0622,0.333
LOVE + PARTY,CREAM,37,25/12/19,0.789,0.77,0.0403,0.0988
WAKE ME UP,THE RAMPAGE from EXILE TRIBE,35,15/1/20,0.608,0.961,0.023,0.294
New Page,INTERSECTION,49,8/1/20,0.604,0.733,0.105,0.25
Easy Breezy,chelmico,42,17/1/20,0.655,0.993,0.507,0.392
TOTSUKA feat. サイプレス上野,ASOBOiSM,23,17/1/20,0.836,0.588,0.237,0.0618
taste,FlowBack,34,11/12/19,0.705,0.666,0.577,0.0835
I don’t wanna do,SARM,27,12/1/20,0.567,0.865,0.0127,0.0546
A-RA-SHI:Reborn,ARASHI,60,20/12/19,0.718,0.8,0.00588,0.337
Light,SIRUP,53,22/11/19,0.775,0.673,0.0564,0.111
Night Ship,Yo-Sea,30,15/1/20,0.847,0.512,0.152,0.0746
Fly me 2,eill,41,6/11/19,0.742,0.719,0.0867,0.126
Not Enough,Rei Yasuda,29,27/11/19,0.549,0.847,0.0587,0.102
COLORLESS,Daichi Miura,54,4/12/19,0.425,0.56,0.0826,0.35
New Shoes - feat.Shun Murakami,phai,21,15/1/20,0.716,0.463,0.693,0.121
MarudeSaturday Night,BABY-T,21,2/12/19,0.697,0.77,0.00374,0.0424
FUTARI x PARTY,CREAM,40,27/11/19,0.866,0.746,0.446,0.133
SUPERSTAR,真之介,26,8/1/20,0.554,0.782,0.198,0.0756
Be on the Stage,KEITA,26,18/12/19,0.684,0.854,0.0615,0.152
space shuttle,空音,36,20/11/19,0.711,0.934,0.0445,0.0537
Amazing!,Sakurako Ohara,32,15/1/20,0.649,0.856,0.127,0.0702
TO-KE-TE,HAN-KUN,34,16/12/19,0.392,0.891,0.0236,0.281
JAM fo'freedom (SASUKE Remix),RUN THE FLOOR,21,15/1/20,0.763,0.763,0.0298,0.652
You're the Reason - English ver.,INTERSECTION,36,25/12/19,0.625,0.728,0.0097,0.101
Made In JPN,DEAN FUJIOKA,36,11/12/19,0.621,0.614,0.0462,0.0452
See You Later,Chocoholic,42,20/11/19,0.729,0.646,0.0682,0.0484
Possible,片寄涼太,49,7/1/20,0.713,0.709,0.042,0.0995
All Over You,Boys Get Hurt,12,23/12/19,0.705,0.55,0.0887,0.0895
Where Would You Go?,SkyLogic,16,14/12/19,0.62,0.775,0.0634,0.0676
Call My Name - Remix,YUTO,27,26/10/19,0.834,0.823,0.09,0.0561
DAYZ,AAAMYYY,44,13/11/19,0.738,0.55,0.00919,0.0772
Simple Things,HarukiD,21,12/1/20,0.695,0.646,0.0345,0.0967
SUN DAY - Shinichi Osawa Remix,HIRAIDAI,41,17/11/19,0.74,0.56,0.172,0.0717
SPOTLIGHT,eill,44,6/11/19,0.638,0.735,0.0269,0.0603
let me know,blanchehor,39,9/11/19,0.704,0.584,0.324,0.0965
Y.E.S,KEITA,21,20/11/19,0.599,0.795,0.223,0.125
Rich&Famous - feat. Sean Paul,Kumi Koda,35,13/11/19,0.539,0.739,0.0263,0.297
ミズノナカヘ - Car TAX remix,yu-re:meu,16,11/1/20,0.738,0.846,0.158,0.0282
EASY LOVE,Gear 2nd,27,30/10/19,0.802,0.776,0.16,0.0969
PARADE,Miliyah,37,26/10/19,0.679,0.637,0.0821,0.158
Obsession,広瀬大地,30,23/10/19,0.827,0.851,0.122,0.0706
Shine,DJ PIGER,35,16/10/19,0.779,0.721,0.00618,0.239
Upside Down,RYPPHYPE,26,20/11/19,0.701,0.927,0.31,0.0505
B.S.G.S.,sooogood!,30,20/11/19,0.625,0.905,0.553,0.247
Bitten By You,Monkey Majik,40,23/10/19,0.677,0.75,0.14,0.0363
For Me,WAPLAN,31,30/10/19,0.706,0.734,0.0229,0.112
Sway,AATA,27,11/12/19,0.792,0.673,0.0652,0.145
Nobody,Beverly,31,4/12/19,0.561,0.929,0.182,0.245
Adios,EVERGLOW,74,19/8/19,0.633,0.706,5.87E-04,0.245
Dumb,BVNDIT,59,5/11/19,0.652,0.837,0.0976,0.0844
THURSDAY,GOT7,63,4/11/19,0.678,0.787,0.147,0.0799
Snapping,CHUNG HA,73,24/6/19,0.751,0.726,0.0706,0.278
WONDERLAND,ATEEZ,72,8/10/19,0.572,0.964,0.0503,0.372
DDU-DU DDU-DU,BLACKPINK,68,15/6/18,0.671,0.859,0.0323,0.267
Like always,X1,58,27/8/19,0.781,0.879,0.0309,0.0546
Answer,ATEEZ,72,6/1/20,0.565,0.903,0.0746,0.359
피카부 Peek-A-Boo,Red Velvet,70,17/11/17,0.839,0.902,0.0868,0.272
DRIP,HINAPIA,59,3/11/19,0.658,0.87,0.177,0.36
Jopping,SuperM,75,4/10/19,0.74,0.835,0.0139,0.857
HIP,Mamamoo,81,14/11/19,0.782,0.731,0.0376,0.0956
BBoom BBoom,MOMOLAND,70,3/1/18,0.785,0.744,0.0149,0.0661
Dumb Litty,KARD,65,22/9/19,0.76,0.887,0.037,0.138
POP/STARS,K/DA,75,3/11/18,0.566,0.769,0.0183,0.108
MIDDLE OF THE NIGHT,Monsta X,69,6/12/19,0.737,0.764,0.111,0.0423
Boy With Luv (feat. Halsey),BTS,85,12/4/19,0.645,0.862,0.0923,0.192
Bon Bon Chocolat,EVERGLOW,72,18/3/19,0.719,0.828,0.0343,0.0747
gogobebe,Mamamoo,72,14/3/19,0.704,0.787,0.114,0.228
IDOL,BTS,75,24/8/18,0.734,0.855,0.00481,0.123
MIC Drop (feat. Desiigner) [Steve Aoki Remix],BTS,65,24/11/17,0.613,0.842,0.0157,0.23
KILLING ME,iKON,63,2/8/18,0.76,0.672,0.465,0.205
As If It's Your Last,BLACKPINK,2,22/6/17,0.786,0.853,0.0688,0.0759
MIROH,Stray Kids,71,25/3/19,0.563,0.979,0.00911,0.249
Forever Love,YOUNGJAE,48,22/10/19,0.652,0.785,0.0667,0.124
BOSS,NCT,68,14/3/18,0.787,0.543,0.0233,0.0861
Forever Young,BLACKPINK,65,15/6/18,0.6,0.96,0.0426,0.0882
Egotistic,Mamamoo,70,16/7/18,0.616,0.833,0.315,0.175
Bomb Bomb,KARD,66,27/3/19,0.76,0.842,0.0677,0.313
DNA,BTS,71,18/9/17,0.598,0.775,0.022,0.0677
Roller Coaster,CHUNG HA,2,18/1/18,0.632,0.906,0.321,0.223
YES or YES,TWICE,7,5/11/18,0.702,0.913,0.0514,0.166
FLASH,X1,69,27/8/19,0.674,0.91,0.029,0.342
HANN (Alone),(G)I-DLE,66,14/8/18,0.709,0.718,0.059,0.167
하드캐리 Hard Carry,GOT7,1,27/9/16,0.7,0.873,0.0148,0.343
ME,CLC,64,30/5/19,0.752,0.804,0.022,0.0865
BAAM,MOMOLAND,66,26/6/18,0.725,0.94,0.115,0.0864
DDD,EXID,60,8/11/17,0.718,0.794,0.0806,0.0679
Starry Night,Mamamoo,67,7/3/18,0.58,0.773,0.656,0.112
Siren,SUNMI,0,26/9/18,0.605,0.894,0.0119,0.0887
HIT,SEVENTEEN,66,5/8/19,0.615,0.904,0.0881,0.117
Heroine,SUNMI,62,18/1/18,0.673,0.782,0.0582,0.391
Way Back Home,SHAUN,66,27/6/18,0.745,0.739,0.405,0.127
I’m So Hot,MOMOLAND,61,20/3/19,0.75,0.883,0.226,0.0437
Me & You,EXID,61,15/5/19,0.709,0.911,0.0572,0.0732
No,CLC,61,30/1/19,0.76,0.722,0.00785,0.116
PICK ME,PRODUCE 48,58,10/5/18,0.649,0.862,0.0218,0.066
WANT,TAEMIN,63,11/2/19,0.64,0.757,0.0261,0.127
Fever,GFRIEND,67,1/7/19,0.764,0.836,0.208,0.234
Room Shaker,Ailee,57,2/7/19,0.697,0.897,0.0323,0.138
Power Up,Red Velvet,65,6/8/18,0.732,0.934,0.0774,0.306
LALALAY 날라리,SUNMI,70,27/8/19,0.7,0.806,0.00132,0.0579
8282(Party),twlv,40,4/8/19,0.832,0.637,0.0334,0.0653
D.D.D,THE BOYZ,55,19/8/19,0.695,0.921,0.0733,0.0789
Not That Type,gugudan,54,6/11/18,0.729,0.926,0.0796,0.152
Humph!,PENTAGON,63,17/7/19,0.791,0.674,0.168,0.0801
Play It Cool,Monsta X,56,18/2/19,0.817,0.82,0.0125,0.0793
AH YEAH,WINNER,60,15/5/19,0.797,0.722,0.356,0.177
SHA LA LA,PENTAGON,56,27/3/19,0.675,0.935,0.0019,0.341
SUNDAY,FANATICS,42,6/8/19,0.737,0.793,0.385,0.325
BEEP BEEP,RUANN,45,31/7/19,0.671,0.752,0.0281,0.101
The Only (feat. IRENE of Red Velvet),Raiden,54,2/8/19,0.672,0.923,0.102,0.129
Break the Distance,ELYAZ,30,6/7/18,0.602,0.697,0.0533,0.129
I Could Get Used To This,Becky Hill,64,29/3/19,0.621,0.653,0.0152,0.427
Therapy,Armin van Buuren,52,20/4/18,0.659,0.866,0.018,0.13
Sunshine,David Guetta,54,7/12/12,0.59,0.8,6.40E-04,0.0512
Giant - Robin Schulz Remix,Calvin Harris,16,15/2/19,0.544,0.88,0.0634,0.453
Somebody,The Chainsmokers,13,20/4/18,0.532,0.616,0.186,0.0928
Like I Love You,Lost Frequencies,58,14/9/18,0.863,0.588,0.142,0.457
Walk Away,Alle Farben,61,29/3/19,0.735,0.787,0.0419,0.136
I Need You,Armin van Buuren,24,27/1/17,0.6,0.863,0.00168,0.0939
Without You (feat. Sandro Cavazza),Avicii,27,10/8/17,0.652,0.855,0.00179,0.0404
Something Just Like This - Alesso Remix,The Chainsmokers,56,28/4/17,0.672,0.73,0.24,0.122
Don't You Worry Child - Radio Edit,Swedish House Mafia,77,14/9/12,0.612,0.84,0.112,0.116
Fine Day,Keanu Silva,2,27/7/18,0.739,0.865,0.0262,0.126
BOOM,Tiësto,70,26/1/18,0.886,0.84,0.0164,0.329
Whispers,ELYAZ,9,2/12/16,0.716,0.713,0.0031,0.0819
Secrets - Radio Edit,Tiësto,65,3/4/15,0.677,0.811,0.0012,0.0896
Forever,Martin Garrix,62,20/10/17,0.45,0.898,0.0277,0.166
Carry Me Home (feat. Jake Reese),KSHMR,64,15/6/18,0.662,0.884,0.014,0.087
A Sky Full of Stars,Coldplay,78,19/5/14,0.551,0.636,0.00713,0.217
Don't Let Me Down - Illenium Remix,The Chainsmokers,64,27/5/16,0.428,0.656,0.0751,0.15
Selfish,Dimitri Vegas & Like Mike,69,15/2/19,0.407,0.789,0.17,0.126
The Days,Avicii,67,1/1/14,0.59,0.724,0.04,0.142
My Way,Calvin Harris,77,16/9/16,0.819,0.913,0.0935,0.161
I Love You,Axwell /\ Ingrosso,7,10/2/17,0.654,0.859,0.336,0.0947
Happy Now,Zedd,80,18/7/18,0.503,0.741,0.579,0.0712
Born To Be Yours,Kygo,75,15/6/18,0.688,0.688,0.3,0.0982
Counting Stars,OneRepublic,80,1/1/13,0.664,0.705,0.0654,0.118
Recognise,Lost Frequencies,36,8/3/19,0.717,0.741,0.155,0.133
Like I Love You,Lost Frequencies,48,14/9/18,0.862,0.583,0.133,0.477
Don't Give Up On Me,Armin van Buuren,49,29/3/19,0.717,0.702,0.0467,0.268
Bromance - Avicii Remix,Tim Berg,7,22/11/13,0.624,0.903,0.0325,0.0908
This Is What It Feels Like,Armin van Buuren,65,3/5/13,0.552,0.831,0.0391,0.0632
If I Lose Myself - Alesso vs OneRepublic,OneRepublic,44,1/1/13,0.518,0.783,0.215,0.14
Lions in the Wild,Martin Garrix,2,27/5/16,0.504,0.847,0.00434,0.816
Blame,Calvin Harris,75,31/10/14,0.413,0.856,0.0289,0.343
Lovers on the Sun (feat. Sam Martin),David Guetta,47,24/11/14,0.645,0.891,0.0932,0.379
Broken Arrows,Avicii,10,2/10/15,0.634,0.674,0.0487,0.102
Red Lights,Tiësto,69,13/6/14,0.654,0.83,6.29E-04,0.121
Now That I've Found You,Martin Garrix,57,11/3/16,0.495,0.831,0.021,0.495
I Could Be The One (Avicii Vs. Nicky Romero) - Radio Edit,Avicii,66,1/1/12,0.509,0.79,0.332,0.316
Something New,Axwell /\ Ingrosso,4,20/1/15,0.568,0.86,0.0189,0.119
"Alone, Pt. II",Alan Walker,85,27/12/19,0.67,0.668,0.536,0.133
Family,The Chainsmokers,85,6/12/19,0.584,0.607,0.426,0.101
All That She Wants,Campsite Dream,50,10/1/20,0.392,0.652,0.42,0.0929
Push My Luck,The Chainsmokers,66,8/11/19,0.584,0.643,0.288,0.186
Some Say - Felix Jaehn Remix,Nea,63,10/1/20,0.682,0.7,0.406,0.174
Here Comes The Sun,Campsite Dream,43,6/12/19,0.679,0.633,0.295,0.137
Roses - Imanbek Remix,SAINt JHN,88,9/10/19,0.77,0.724,0.0167,0.353
Sad,Aivarask,56,23/8/19,0.818,0.76,0.197,0.0749
Safety (feat. DJ Snake),GASHI,63,28/8/19,0.755,0.828,0.0271,0.0799
Summer Lover (feat. Devin & Nile Rodgers),Oliver Heldens,61,12/4/19,0.689,0.859,0.108,0.14
We Got Love,Sigala,76,1/11/19,0.722,0.812,0.0205,0.131
Mr Todd Terry,Riton,50,13/12/19,0.81,0.847,0.0181,0.0609
As Far as Feelings Go,Alle Farben,66,11/10/19,0.679,0.799,0.106,0.191
Summer Fade (feat. Anna of the North),Snakehips,64,28/8/19,0.618,0.657,0.00378,0.223
Loving Myself (feat. Raphaella),Henri PFR,59,29/11/19,0.688,0.693,0.0865,0.272
Haloes,Ina Wroldsen,64,20/9/19,0.704,0.719,0.42,0.18
Gotta Let Go,Hypanda,56,30/8/19,0.667,0.921,0.00566,0.151
Narcotic,Younotus,77,26/4/19,0.749,0.668,0.0373,0.045
Do You Mean (feat. Ty Dolla $ign & bülow),The Chainsmokers,17,26/4/19,0.6,0.666,0.102,0.118
"My One (feat. Tory Lanez, Kranium & Dappy) (Todd Edwards Remix)",Wiley,38,2/8/19,0.796,0.772,0.0469,0.153
Be Someone,CamelPhat,66,4/6/19,0.672,0.788,0.123,0.0829
Do You Miss Me Much - Wookie Remix,Craig David,30,13/9/19,0.786,0.899,1.47E-04,0.11
Ghost,Au/Ra,72,17/10/19,0.667,0.503,0.552,0.169
Stand By (feat. Rudimental) [#CWC19],LORYN,58,17/5/19,0.661,0.78,0.0616,0.23
Acid Dreams,MAX,65,19/7/19,0.817,0.509,0.146,0.111
Kills You Slowly,The Chainsmokers,12,29/3/19,0.696,0.429,0.0518,0.128
Don't Worry Bout Me - Alle Farben Remix,Zara Larsson,48,3/5/19,0.629,0.727,0.0447,0.178
Let Me Love You,Campsite Dream,41,21/6/19,0.714,0.454,0.589,0.113
Spicy - with Diplo & Charli XCX,Herve Pagez,59,30/5/19,0.822,0.825,0.055,0.105
Summer Lover (feat. Devin & Nile Rodgers) - Moguai Remix,Oliver Heldens,38,28/6/19,0.809,0.93,0.271,0.0512
Mistaken (feat. Alex Aris),Martin Garrix,68,31/3/19,0.424,0.694,0.0573,0.133
Instagram - Dimitri Vegas & Like Mike VS Trobi Remix,Dimitri Vegas & Like Mike,41,8/11/19,0.759,0.925,0.00155,0.295
Do It Again,Steve Aoki,5,19/4/19,0.701,0.95,0.119,0.221
Can We Pretend (feat. Cash Cash),P!nk,75,11/4/19,0.524,0.806,0.197,0.101
On My Way,Alan Walker,83,21/3/19,0.509,0.689,0.0209,0.301
Body 2 Body,MK,61,10/5/19,0.68,0.771,0.0161,0.388
Late Night Feelings - Jax Jones Midnight Snack Remix,Mark Ronson,58,20/5/19,0.697,0.928,0.0158,0.503
Shy Guy,Campsite Dream,48,12/4/19,0.605,0.565,0.798,0.0946
Late Night Feelings (feat. Lykke Li),Mark Ronson,69,12/4/19,0.688,0.729,0.437,0.0928
No New Friends - Dombresky Remix,Sia,55,16/5/19,0.852,0.833,0.0264,0.0953
"I Can’t Get Enough (benny blanco, Selena Gomez, J Balvin, Tainy)",benny blanco,79,28/2/19,0.541,0.468,0.404,0.358
"Heaven Can Wait (feat. Sia, Diplo, and Labrinth)",Sia,62,12/4/19,0.585,0.525,0.034,0.139
All My Friends (feat. Tinashe & Chance the Rapper),Snakehips,74,21/10/15,0.689,0.521,0.119,0.108
Dancing With A Stranger (with Normani),Sam Smith,87,11/1/19,0.741,0.52,0.45,0.222
Play,K-391,78,30/8/19,0.52,0.798,0.101,0.0932
Say You'll Be There,Campsite Dream,40,18/1/19,0.683,0.598,0.21,0.124
Diamond Heart,Alan Walker,69,14/12/18,0.478,0.633,0.123,0.41
Paris,The Chainsmokers,75,13/1/17,0.646,0.644,0.0243,0.0888
Stole the Show,Kygo,75,13/5/16,0.64,0.635,0.271,0.319
Lose Yourself to Dance,Daft Punk,71,17/5/13,0.832,0.659,0.0839,0.0753
Say My Name,David Guetta,78,14/9/18,0.703,0.66,0.137,0.192
Hold My Girl - Martin Jensen Remix,George Ezra,54,23/11/18,0.638,0.667,0.327,0.27
Final Song,MØ,71,13/5/16,0.695,0.672,0.014,0.0756
Slow Down (with Calvin Harris),Normani,55,22/10/18,0.853,0.693,0.0855,0.11
Cheerleader - Felix Jaehn Remix Radio Edit,OMI,76,16/10/15,0.782,0.685,0.166,0.16
Born To Be Yours,Kygo,64,15/6/18,0.688,0.688,0.3,0.0982
Changes,Faul & Wad Ad,39,15/11/13,0.822,0.704,0.00864,0.0633
No Diggity,Campsite Dream,55,23/9/16,0.711,0.714,0.183,0.122
Never Forget You,Zara Larsson,76,17/3/17,0.583,0.732,0.00312,0.269
One Kiss (with Dua Lipa) - Oliver Heldens Remix,Calvin Harris,66,13/7/18,0.717,0.752,0.251,0.0802
"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)",Calvin Harris,76,30/6/17,0.893,0.745,0.0642,0.0943
Praise You - Purple Disco Machine Remix,Fatboy Slim,62,2/11/18,0.813,0.781,0.048,0.0577
Back & Forth,MK,72,7/9/18,0.684,0.816,0.0181,0.0222
Slide (feat. Frank Ocean & Migos),Calvin Harris,74,24/2/17,0.736,0.795,0.498,0.254
Get Lucky (feat. Pharrell Williams & Nile Rodgers) - Radio Edit,Daft Punk,76,19/4/13,0.794,0.811,0.0426,0.101
Giving Up (feat. Jaden Michaels),QUIX,38,9/11/18,0.484,0.806,0.0447,0.333
17,MK,69,1/9/17,0.703,0.832,0.00149,0.0696
Lullaby,Sigala,66,23/2/18,0.725,0.834,0.0784,0.0834
Who Do You Love,The Chainsmokers,23,7/2/19,0.51,0.835,0.00791,0.219
Fire In My Soul,Oliver Heldens,70,26/10/18,0.592,0.977,0.206,0.0703
We Don't Talk,Wiktoria,42,17/1/20,0.807,0.625,0.0327,0.0745
Love You Better,John De Sohn,67,15/11/19,0.733,0.786,0.0931,0.1
Top of the World - Erlandsson Remix,Vide,46,3/1/20,0.379,0.565,0.586,0.103
The Rest Will Follow,Ludvigsson,51,22/11/19,0.753,0.831,0.15,0.115
So It Goes,Caj Morgan,41,27/12/19,0.63,0.739,0.146,0.116
Unbelievable,Andrew Roman,47,6/12/19,0.741,0.565,0.497,0.067
Photograph,Ljung,45,6/12/19,0.735,0.567,0.285,0.145
Faded,John De Sohn,54,29/11/19,0.561,0.859,0.0145,0.065
Only You,Hogland,54,15/11/19,0.565,0.732,0.193,0.0948
I Don't Know,Ericé,47,29/11/19,0.699,0.872,0.036,0.327
Too Close,Ria Mae,66,16/10/19,0.483,0.667,0.0715,0.0676
Hole in the Roof,AronChupa,61,22/11/19,0.767,0.477,0.0383,0.156
Nobody Else,Wahlstedt,53,22/11/19,0.834,0.661,0.0777,0.238
Dance Monkey,Skylike,63,6/9/19,0.781,0.855,0.327,0.247
