track_name,track_artist,track_popularity,track_album_release_date
Secrets - Radio Edit,Tiësto,65,3/4/15
Forever,Martin Garrix,62,20/10/17
Carry Me Home (feat. Jake Reese),KSHMR,64,15/6/18
A Sky Full of Stars,Coldplay,78,19/5/14
Don't Let Me Down - Illenium Remix,The Chainsmokers,64,27/5/16
Selfish,Dimitri Vegas & Like Mike,69,15/2/19
The Days,Avicii,67,1/1/14
My Way,Calvin Harris,77,16/9/16
I Love You,Axwell /\ Ingrosso,7,10/2/17
Happy Now,Zedd,80,18/7/18
Born To Be Yours,Kygo,75,15/6/18
Counting Stars,OneRepublic,80,1/1/13
Recognise,Lost Frequencies,36,8/3/19
Like I Love You,Lost Frequencies,48,14/9/18
Don't Give Up On Me,Armin van Buuren,49,29/3/19
Bromance - Avicii Remix,Tim Berg,7,22/11/13
This Is What It Feels Like,Armin van Buuren,65,3/5/13
If I Lose Myself - Alesso vs OneRepublic,OneRepublic,44,1/1/13
Lions in the Wild,Martin Garrix,2,27/5/16
Blame,Calvin Harris,75,31/10/14
Lovers on the Sun (feat. Sam Martin),David Guetta,47,24/11/14
Broken Arrows,Avicii,10,2/10/15
Red Lights,Tiësto,69,13/6/14
Now That I've Found You,Martin Garrix,57,11/3/16
I Could Be The One (Avicii Vs. Nicky Romero) - Radio Edit,Avicii,66,1/1/12
Something New,Axwell /\ Ingrosso,4,20/1/15
"Alone, Pt. II",Alan Walker,85,27/12/19
Family,The Chainsmokers,85,6/12/19
All That She Wants,Campsite Dream,50,10/1/20
Push My Luck,The Chainsmokers,66,8/11/19
Some Say - Felix Jaehn Remix,Nea,63,10/1/20
Here Comes The Sun,Campsite Dream,43,6/12/19
Roses - Imanbek Remix,SAINt JHN,88,9/10/19
Sad,Aivarask,56,23/8/19
Safety (feat. DJ Snake),GASHI,63,28/8/19
Summer Lover (feat. Devin & Nile Rodgers),Oliver Heldens,61,12/4/19
We Got Love,Sigala,76,1/11/19
Mr Todd Terry,Riton,50,13/12/19
As Far as Feelings Go,Alle Farben,66,11/10/19
Summer Fade (feat. Anna of the North),Snakehips,64,28/8/19
Loving Myself (feat. Raphaella),Henri PFR,59,29/11/19
Haloes,Ina Wroldsen,64,20/9/19
Gotta Let Go,Hypanda,56,30/8/19
Narcotic,Younotus,77,26/4/19
Do You Mean (feat. Ty Dolla $ign & bülow),The Chainsmokers,17,26/4/19
"My One (feat. Tory Lanez, Kranium & Dappy) (Todd Edwards Remix)",Wiley,38,2/8/19
Be Someone,CamelPhat,66,4/6/19
Do You Miss Me Much - Wookie Remix,Craig David,30,13/9/19
Ghost,Au/Ra,72,17/10/19
Stand By (feat. Rudimental) [#CWC19],LORYN,58,17/5/19
Acid Dreams,MAX,65,19/7/19
Kills You Slowly,The Chainsmokers,12,29/3/19
Don't Worry Bout Me - Alle Farben Remix,Zara Larsson,48,3/5/19
Let Me Love You,Campsite Dream,41,21/6/19
Spicy - with Diplo & Charli XCX,Herve Pagez,59,30/5/19
Summer Lover (feat. Devin & Nile Rodgers) - Moguai Remix,Oliver Heldens,38,28/6/19
Mistaken (feat. Alex Aris),Martin Garrix,68,31/3/19
Instagram - Dimitri Vegas & Like Mike VS Trobi Remix,Dimitri Vegas & Like Mike,41,8/11/19
Do It Again,Steve Aoki,5,19/4/19
Can We Pretend (feat. Cash Cash),P!nk,75,11/4/19
On My Way,Alan Walker,83,21/3/19
Body 2 Body,MK,61,10/5/19
Late Night Feelings - Jax Jones Midnight Snack Remix,Mark Ronson,58,20/5/19
Shy Guy,Campsite Dream,48,12/4/19
Late Night Feelings (feat. Lykke Li),Mark Ronson,69,12/4/19
No New Friends - Dombresky Remix,Sia,55,16/5/19
"I Can’t Get Enough (benny blanco, Selena Gomez, J Balvin, Tainy)",benny blanco,79,28/2/19
"Heaven Can Wait (feat. Sia, Diplo, and Labrinth)",Sia,62,12/4/19
All My Friends (feat. Tinashe & Chance the Rapper),Snakehips,74,21/10/15
Dancing With A Stranger (with Normani),Sam Smith,87,11/1/19
Play,K-391,78,30/8/19
Say You'll Be There,Campsite Dream,40,18/1/19
Diamond Heart,Alan Walker,69,14/12/18
Paris,The Chainsmokers,75,13/1/17
Stole the Show,Kygo,75,13/5/16
Lose Yourself to Dance,Daft Punk,71,17/5/13
Say My Name,David Guetta,78,14/9/18
Hold My Girl - Martin Jensen Remix,George Ezra,54,23/11/18
Final Song,MØ,71,13/5/16
Slow Down (with Calvin Harris),Normani,55,22/10/18
Cheerleader - Felix Jaehn Remix Radio Edit,OMI,76,16/10/15
Born To Be Yours,Kygo,64,15/6/18
Changes,Faul & Wad Ad,39,15/11/13
No Diggity,Campsite Dream,55,23/9/16
Never Forget You,Zara Larsson,76,17/3/17
One Kiss (with Dua Lipa) - Oliver Heldens Remix,Calvin Harris,66,13/7/18
"Feels (feat. Pharrell Williams, Katy Perry & Big Sean)",Calvin Harris,76,30/6/17
Praise You - Purple Disco Machine Remix,Fatboy Slim,62,2/11/18
Back & Forth,MK,72,7/9/18
Slide (feat. Frank Ocean & Migos),Calvin Harris,74,24/2/17
Get Lucky (feat. Pharrell Williams & Nile Rodgers) - Radio Edit,Daft Punk,76,19/4/13
Giving Up (feat. Jaden Michaels),QUIX,38,9/11/18
17,MK,69,1/9/17
Lullaby,Sigala,66,23/2/18
Who Do You Love,The Chainsmokers,23,7/2/19
Fire In My Soul,Oliver Heldens,70,26/10/18
We Don't Talk,Wiktoria,42,17/1/20
Love You Better,John De Sohn,67,15/11/19
Top of the World - Erlandsson Remix,Vide,46,3/1/20
The Rest Will Follow,Ludvigsson,51,22/11/19
So It Goes,Caj Morgan,41,27/12/19
Unbelievable,Andrew Roman,47,6/12/19
Photograph,Ljung,45,6/12/19
Faded,John De Sohn,54,29/11/19
Only You,Hogland,54,15/11/19
I Don't Know,Ericé,47,29/11/19
Too Close,Ria Mae,66,16/10/19
Hole in the Roof,AronChupa,61,22/11/19
Nobody Else,Wahlstedt,53,22/11/19
Dance Monkey,Skylike,63,6/9/19
Free,JRL,44,29/11/19
My Own Dance,Kesha,62,21/11/19
Bigger Than,Justin Jesso,70,15/11/19
I Got Eyes,John De Sohn,49,20/9/19
Bleed,Haze & Mellow,44,22/11/19
Hold on Tight,Sterkøl,50,1/11/19
Once and for All,Moe Aly,44,22/11/19
Fantasy,Laureano,34,8/11/19
We Are the Young,Addal,57,8/11/19
No Fear No More,Madeon,60,15/11/19
Baianá,Bakermat,76,8/11/19
Coming Home,TooManyLeftHands,49,22/11/19
Boots,Greyson Chance,55,8/11/19
Heading Home,Ludvigsson,49,27/9/19
Somebody Out There,Lost Kings,54,18/10/19
Better Half of Me - R3HAB Remix,Tom Walker,45,3/10/19
Say It Again,AJ Mitchell,62,8/11/19
You & I,TRXD,50,25/10/19
Alive,henrikz,37,18/10/19
Amsterdam,Frans,44,20/9/19
Cross My Heart,Hogland,53,13/9/19
what happened,jayover,34,25/10/19
Ride It,Regard,94,26/7/19
Somebody,Erlandsson,48,11/10/19
Thinkin Bout You,Jonasu,51,18/10/19
Summertime Love,Captain Cuts,55,23/8/19
I Could Get Used To This,Martin Jensen,58,4/10/19
LA & The Parties,Lost Kings,60,11/10/19
Lovers + Strangers,Starley,37,11/10/19
Too Close,Sterkøl,45,6/9/19
Fallin',Sick Individuals,52,11/10/19
Tear Me Down (feat. Philip Rustad),Davai,57,20/9/19
Perspective,AMAANDA,32,20/9/19
Cali Girl,Papa Ya,40,27/9/19
Choir - Remix,Guy Sebastian,54,27/9/19
Cut to the Chase,Roman Müller,41,30/8/19
You Keep Calling,BAARD,42,13/9/19
Motivation,Normani,83,16/8/19
Like I Love You - Small Talk Remix,Theresa Rex,40,27/9/19
Punching in the Dark,Hellberg,52,23/8/19
One Thing Right,Marshmello,85,21/6/19
Letting Go,Hogland,66,7/6/19
Don't Leave Me Lonely - Purple Disco Machine Remix,Mark Ronson,58,27/9/19
Hold On,Foxa,45,9/8/19
With You,Lewka,41,16/8/19
Try,Lost Kings,55,23/8/19
A Dream Is A Wish Your Heart Makes,Vinil,22,23/8/19
Lucky One (feat. ILY),Tom Ferry,47,9/8/19
Closer,Haze & Mellow,38,2/8/19
Wannabe,Jonasu,51,5/7/19
Sending Me You,henrikz,28,16/8/19
Room for Two,Moe Aly,38,9/8/19
Lost,End of the World,65,26/7/19
Somebody,Closed Doors,31,26/7/19
On A Roll,Ashley O,70,14/6/19
I'm Not Alright,Loud Luxury,46,12/7/19
Calma - Alan Walker Remix,Pedro Capó,63,21/6/19
Bad Look,Charming Horses,39,2/8/19
Here I Am (feat. Michael Shynes),Le P,35,26/7/19
Can't Say No (feat. PJZ),Alex Mattson,44,28/6/19
Somebody I'm Not,Davai,47,28/6/19
Nobody To Love,Out Of Sound,45,28/9/18
PAY ME BACK!,ILIRA,48,26/7/19
Tusa,KAROL G,98,7/11/19
+,Aitana,81,17/12/19
everything i wanted,Billie Eilish,97,13/11/19
En Tus Planes,David Bisbal,66,2/1/20
Alocao (With Bad Gyal),Omar Montes,82,24/10/19
A Dónde Vamos,Morat,77,31/10/19
Morado,J Balvin,82,9/1/20
Yummy,Justin Bieber,95,3/1/20
Que Tire Pa Lante,Daddy Yankee,90,18/10/19
You should be sad,Halsey,86,10/1/20
Pegamos Tela,Lérica,49,16/1/20
Indeciso,Reik,88,23/8/19
Zorra,Bad Gyal,77,12/12/19
"Loco Contigo (with J. Balvin & Ozuna feat. Nicky Jam, Natti Natasha, Darell & Sech) - REMIX",DJ Snake,80,27/12/19
What A Man Gotta Do,Jonas Brothers,73,17/1/20
China,Anuel AA,93,19/7/19
Celébrate,Miki Núñez,57,12/9/19
Rare,Selena Gomez,73,10/1/20
Easy - Remix,Jhay Cortez,81,19/11/19
Godzilla (feat. Juice WRLD),Eminem,79,17/1/20
Adicto (with Anuel AA & Ozuna),Tainy,90,22/8/19
Blanco,J Balvin,88,15/11/19
Señorita,Shawn Mendes,93,21/6/19
Que Calor (feat. J Balvin & El Alfa),Major Lazer,84,11/9/19
Memories,Maroon 5,98,20/9/19
All I Want For Christmas Is You,Mariah Carey,18,1/1/10
Qué Bonito Es Querer,Manuel Carrasco,72,7/12/18
Revival,Gregory Porter,51,16/1/20
Presiento,Morat,71,12/4/19
Blinding Lights,The Weeknd,98,29/11/19
Fuera De Mi Mente,Lérica,74,5/11/19
Someone You Loved,Lewis Capaldi,94,17/5/19
Hookah,Bad Gyal,70,19/7/19
Bandit (with YoungBoy Never Broke Again),Juice WRLD,92,4/10/19
Me Equivocaré,Antonio José,69,26/9/19
Lola Bunny,Lola Indigo,69,30/7/19
Circles,Post Malone,49,30/8/19
Me Quedo,Aitana,70,7/6/19
LA CANCIÓN,J Balvin,91,28/6/19
Déjate Querer,Lalo Ebratt,77,28/2/19
Bésame,David Bisbal,70,4/7/19
Nice To Meet Ya,Niall Horan,87,4/10/19
Mejores Amigos,Yera,75,26/9/19
Heartless,The Weeknd,93,27/11/19
Push It On Me,Damien,56,21/11/19
Con Calma,Daddy Yankee,87,24/1/19
Bonita,Juanes,78,6/9/19
LUNA,Lola Indigo,62,5/12/19
Lover (Remix) [feat. Shawn Mendes],Taylor Swift,85,13/11/19
Santa María (Feat. Busy Signal),Bad Gyal,65,5/7/19
Runaway,Sebastian Yatra,80,21/6/19
caronte,Alba Reche,50,17/10/19
Lose You To Love Me,Selena Gomez,93,23/10/19
Rebota - Remix,Guaynaa,78,12/7/19
"Mucho más allá - De ""Frozen 2""",David Bisbal,57,8/11/19
Before You Go,Lewis Capaldi,90,19/11/19
Mama No,Pablo López,59,7/11/19
Soltera - Remix,Lunay,85,10/5/19
nana triste,Natalia Lacunza,59,13/6/19
Contando Lunares (feat. Cruz Cafuné),Don Patricio,79,27/1/19
Mambo No. 5 (A Little Bit of...),Lou Bega,10,25/7/08
Sandstorm - Radio Edit,Darude,61,18/4/07
We like to Party! (Six Flags),Vengaboys,51,20/6/05
Coco Jamboo - Radio Version,Mr. President,18,18/6/05
Blue (Da Ba Dee),Eiffel 65,16,21/6/05
Barbie Girl,Aqua,5,1/1/09
What Is Love,Haddaway,70,15/6/05
Scatman (ski-ba-bop-ba-dop-bop),Scatman John,10,1/6/95
Bailando - Video Edit,Paradisio,59,18/6/05
Be My Lover,La Bouche,13,11/6/09
The Riddle (Original Mix),Gigi D'Agostino,48,30/5/14
...Baby One More Time,Britney Spears,75,12/1/99
Rhythm Is A Dancer - 12'' Version,SNAP!,12,13/6/05
Another Night,Real McCoy,2,1/1/00
Tubthumping,Chumbawamba,53,28/4/08
All That She Wants - Remastered,Ace of Base,16,1/1/94
The Rhythm Of The Night,Corona,56,16/3/09
Macarena - Bayside Boys Remix,Los Del Rio,38,25/7/08
Believe,Cher,76,20/6/05
(You Drive Me) Crazy,Britney Spears,2,12/1/99
The Sign,Ace of Base,55,14/11/08
Will I Ever,Alice DJ,49,22/6/05
Happy People (feat. Marky Mark),Prince Ital Joe,50,29/4/94
Sex On The Beach - Original Mix,T-Spoon,3,15/11/08
When You Wish Upon A Star,The Mamas,55,8/11/19
Lollipop (Candyman),Aqua,0,1/1/09
Rock My Heart - Radio Mix,Haddaway,44,13/9/93
This Is Your Night,Amber,52,26/11/96
The Other Side,Grace Gracie,35,29/11/19
Gonna Make You Sweat (Everybody Dance Now),C & C Music Factory,2,26/2/10
Come and Get Your Love - Radio Edit,Real McCoy,41,28/3/95
Children,Robert Miles,67,11/7/96
Baby Baby,Corona,55,16/6/05
Pump Up the Jam,Technotronic,38,16/11/10
Waiting for Tonight,Jennifer Lopez,55,20/7/12
Dreams (Will Come Alive),2 Brothers On The 4th Floor,61,16/6/05
Life - Radio Edit,Des'ree,27,10/9/10
Wannabe,Spice Girls,79,1/1/96
Ride Wit Me - Album Version (Edited),Nelly,2,29/6/05
We’re Going to Ibiza!,Vengaboys,60,22/6/05
Sweet Dreams,La Bouche,62,29/6/05
Back in My Life,Alice DJ,45,21/6/05
"Boom, Boom, Boom, Boom!!",Vengaboys,62,20/6/05
More And More - Single Version,Captain Hollywood Project,60,5/3/93
Generation Of Love,Masterboy,1,1/1/95
Run Away,Real McCoy,49,28/3/95
Call Me,Deee-Lite,33,16/6/05
(You Drive Me) Crazy [The Stop Remix!] - Remastered,Britney Spears,40,29/7/14
Beautiful Life,Ace of Base,4,3/1/99
Celebration,Kylie Minogue,27,29/11/92
Got to Get It,Culture Beat,48,1/1/93
No More (I Can't Stand It),Maxx,48,16/6/05
Let the Dream Come True,DJ Bobo,40,2/5/14
Let's Talk About Sex,Salt-N-Pepa,2,30/10/15
Around The World,Aqua,0,1/1/09
Gettin' Jiggy Wit It,Will Smith,70,3/10/97
Cotton Eye Joe,Rednex,5,26/2/10
Get A Way,Maxx,60,16/6/05
I Give You My Heart,Mr. President,4,18/6/05
Ice Ice Baby,Vanilla Ice,70,4/11/08
Lost in Someone Else,Casey Derhak,39,23/4/19
Hardcore Vibes,Dune,57,31/7/95
Better Off Alone - Hitradio Mix,Alice Deejay,3,21/6/05
Roses Are Red - Original Version,Aqua,2,1/1/09
Think About The Way,Ice Mc,59,1/1/94
Try Me Out,Corona,48,16/6/05
Max Don´t Have Sex With Your Ex,E-Rotic,46,1/7/01
I Want You Back - Radio Edit,*NSYNC,54,26/5/97
Ecuador - Original Radio Edit,Sash!,45,30/9/16
Saturday Night - Radio Edit,Whigfield,6,17/12/13
Nessaja,Scooter,47,11/10/13
Dub-I-Dub,Me & My,49,17/6/05
Kernkraft 400,Zombie Nation,47,7/3/06
Think of You - Radio Edit,Whigfield,50,8/5/95
The Bomb (These Sounds Fall Into My Mind),The Bucketheads,50,3/3/95
Mr. Vain Recall - Radio Edit,Culture Beat,7,24/7/09
Sweat (A La La La La Long),Inner Circle,70,14/12/10
U Got 2 Let The Music - Brescia Edit,Cappella,46,18/6/10
Feel the heat of the night - Radio Edit,Masterboy,50,23/1/06
Captain Jack - Short Mix,Captain Jack,48,21/11/08
Dragostea Din Tei - Original Romanian Version,O-Zone,8,25/12/09
Somebody Dance with Me,DJ Bobo,43,2/5/14
Heaven (featuring Do),DJ Sammy,64,6/8/02
Around the World (La La La La La) - Radio Version,A Touch Of Class,5,24/11/00
My Oh My,Aqua,43,1/1/97
Go West - 2003 Remaster,Pet Shop Boys,63,25/6/05
Sing Hallelujah!,Dr. Alban,21,4/5/92
God Is a DJ,Faithless,57,30/8/05
Vogue - Edit,Madonna,51,22/3/90
The Launch - Radio Edit,DJ Jean,53,2/2/99
Not over Yet - Perfecto Edit,Grace,20,30/1/07
Never Alone,2 Brothers On The 4th Floor,55,16/6/05
Rhythm Is A Dancer,SNAP!,57,1/1/92
Up & Down,Vengaboys,61,22/6/05
Scatman's World,Scatman John,54,1/6/95
Mr. Vain,Culture Beat,54,1/1/93
L'amour Toujours (Small Mix),Gigi D'Agostino,69,30/5/14
The Power,SNAP!,59,1/1/90
Run To Me,Double You,53,1/1/94
"Rhythm Is A Dancer - 7"" Edit",SNAP!,67,1/1/92
Not Today - Remix,Hillsong UNITED,43,28/9/18
Every Little Thing,Hillsong Young & Free,52,29/6/18
I Believe,Youngheart,33,11/5/18
Come To Life,Neon Feather,34,15/2/19
Neighbour,Verses,31,29/3/19
Close (feat. Steven Furtick),Tauren Wells,32,1/11/19
Nobody,Local Sound,46,21/9/18
Up Again (Lucky Rose Remix),Dan Bremnes,36,20/9/19
This Place,Logan Pollard,21,11/8/18
Letting Go,Verses,38,26/4/18
I just need U. - Tide Electric Remix,TobyMac,41,23/8/19
Through People Like Me - Chris Howland Remix,Mass Anthem,39,8/6/18
Glorious Day - Remix,Passion,40,22/6/18
Victory (Remix),Highlands Worship,31,6/7/18
Reckless Love,Verses,38,26/10/18
Gravity,Elizabeth Grace,38,2/8/18
Paradise,Matthew Parker,32,26/10/18
Circles,Rachael Nemiroff,31,18/5/18
More Of You,Hillsong Young & Free,39,29/6/18
Without Your Love,York Worship,29,27/2/18
Burn The Ships (R3HAB Remix),for KING & COUNTRY,53,4/10/19
How You Love,Marci Coleman,27,21/8/18
Ain't No Grave,Bryan Boliver,30,12/10/18
Fall to My Knees,Marshall Marshall,40,24/8/18
Only Ever,Alive City,54,15/8/19
God Only Knows (GATTÜSO Remix),for KING & COUNTRY,52,31/5/19
We Dance,Bright Ones,35,27/4/18
All In (CB Remix),Heather Schnoor,33,30/3/18
Hold On,Verses,30,3/8/18
On The Way Up 2.0,Apollo LTD,35,7/6/19
Overboard (Doug Weier Remix),Manafest,28,21/9/18
Electric,Influence Music,34,15/2/19
Love Me Like You - TYE Remix,The Young Escape,39,31/5/19
Grateful (Neon Feather Remix),Cade Thompson,33,24/8/18
Nobody,Bryan Boliver,27,7/9/18
Scars (Come With Livin') - Neon Feather Remix,TobyMac,43,23/8/19
I'm Yours,Influencers Worship,0,6/7/18
You Tell Me,Youngheart,37,2/11/18
Amazing Grace - HGHTS Remix,Hyper Fenton,35,13/5/18
Streams,Austin & Lindsey Adamec,31,1/6/18
Heaven On Earth,Stars Go Dim,2,20/4/18
joy.,for KING & COUNTRY,5,18/5/18
On Top of the World (Remix),Citipointe Live,33,3/6/17
Mirage,Platon Emil,33,20/10/17
100 (feat. Dawn Elektra),Galactus Jack,27,25/8/17
Unshakable Love,Elevation Youth,37,3/8/18
Chasing Me,Long Hollow Wave,30,8/6/18
WILD LOVE,ELEVATION RHYTHM,43,13/9/19
Heaven On Earth - Radio Single,Planetshakers,38,12/10/18
Let Go,Hillsong Young & Free,43,18/5/18
Your Love (HGHTS Remix),Chris Howland,38,23/11/18
Peace,Canyon Hills Worship,29,23/11/18
Everything and More (feat. Aaron Cole),Hollyn,43,19/10/18
Open Over Us (Live),Meredith Andrews,50,8/2/19
Love Won't Let Me Down,Hillsong Young & Free,44,4/8/17
Before the Start,Newday,25,28/7/17
Good Life,The Young Escape,47,20/10/17
Higher Than Mine,SEU Worship,46,8/11/19
Fight for Me,GAWVI,4,6/7/18
You Are My Revival - Remix,Long Hollow Wave,25,23/3/18
Tick,Happi,27,8/2/19
Feel so Alive,Amplify Worship,33,15/9/18
Higher - HYMN Remix,For All Seasons,39,6/10/17
Human (Matthew Parker Remix),Holly Starr,27,10/8/18
So Good,Jabin Chavez,35,26/5/17
So Much More - Remix,Northwood Worship,3,21/10/17
Light the Way- Single (feat. Nozomi),Brandon Seibert,29,5/1/18
Lavish,WYLD,6,28/9/18
Where Would I Be - Remix,Heart Youth,33,6/7/18
Edge Of My Seat - THUNDERBIRD Remix,TobyMac,36,23/8/19
Heaven Is Here,Influencers Worship,29,9/11/18
Brave,The Vicious Vic,27,22/2/19
The Reason (Sean Cook Remix),Urban Rescue,38,13/10/17
Just As I Am,Marshall Marshall,38,29/6/18
Walk On Water,Nadia Grace,20,17/8/18
Dance Monkey,Tones and I,92,29/8/19
Deeper Love,Covenants,32,10/1/20
"About Me - Brieuc, Cloud 41 & Lowkie Club Mix",Argui,28,6/12/19
Leave The Light On,ReauBeau,18,17/1/20
Kuama,Gregor Potter,29,3/1/20
One Life - VIP Mix,DJ MEG,38,29/11/19
Feelings,FUNKYBEAT,33,22/11/19
Night Drive,Rubayne,38,15/11/19
Energia,Tim Hox,37,13/12/19
About Me,Argui,40,25/10/19
Yourself,IIWII,31,4/10/19
Oh Baby,Martin Mix,37,27/9/19
Talk About It,Bancali,0,17/1/18
You Don't Know Me (feat. Duane Harden) - Radio Edit,Armand Van Helden,0,16/11/12
One Life,DJ MEG,38,20/9/19
Somebody,Venomenal,28,30/8/19
Criminal,Noah Neiman,38,16/8/19
Is This Love,Venomenal,28,24/5/19
Flashback,Tim van Werd,32,26/7/19
Good Omen,Ortzy,21,2/8/19
Time,Brieuc,30,1/11/19
Come Over,Noah Neiman,31,18/10/19
Anastasy,TheLavish,21,13/9/19
Ego - Domastic Remix,Rich Edwards,33,21/6/19
If,eSQUIRE,18,12/4/19
Give In To You,Matt Strike,19,29/3/19
Next To Me,Olmos,33,15/3/19
Cut You Loose,ReauBeau,39,1/3/19
G+O,WHYLO,29,15/2/19
Something,Funk Machine,42,8/2/19
The Weekend,REK,18,1/2/19
Right For Ya,Prince Paris,33,25/1/19
I Refuse,Matt Strike,32,18/1/19
Firefly,Olmos,31,11/1/19
Changes,Steve Hartz,19,14/12/18
Love's Not Fading,Julian Calor,24,30/11/18
Closure,Snareskin,36,23/11/18
Bring You Home,The Partysquad,32,16/11/18
Black & Blue,VIVID,31,9/11/18
Unforgettable,Aerreo,44,2/11/18
Madness,Matt Strike,20,26/10/18
Love Me Away,Junior J,19,12/10/18
Superficial Love,Karim Mika,41,5/10/18
Tell Me,Rich Edwards,30,21/9/18
Middlefingers,Tom & Jame,34,14/9/18
Like You,Anthony Dircson,24,27/7/18
Find You,Charming Horses,24,6/7/18
SO AM I,WHYLO,30,22/6/18
Walk Away - Rich Edwards Remix,Sick Individuals,20,11/5/18
Walk Away - Melio Remix,Sick Individuals,24,11/5/18
Love Again,Matt Strike,28,27/4/18
Ego,Rich Edwards,28,13/4/18
Take Me,Steve Hartz,23,2/8/19
Fixated,ORACLES,18,2/8/19
On Replay,Costa Leon,41,28/6/19
Try Again (feat. A7S),Tungevaag & Raaban,60,3/5/19
Morninglight - Main Circus Deep Mix,Team Deep,13,28/6/19
Aura - Edit,Avoure,54,18/4/19
Everyday,Eddie Thoneick,35,5/7/19
Head Over Heels - James Roe Remix,Sultan + Shepard,55,22/2/19
What's It Gonna Be,Venomenal,41,12/7/19
Summer Air (feat. Trevor Guthrie),Hardwell,51,31/5/19
I Know,Pierce Fulton,2,3/5/19
Someone New,Quentyn,45,22/11/19
Aftermath,Kydus,49,9/11/18
Visions,Lane 8,59,31/1/19
Switch,Afrojack,54,26/4/19
Spiritual (Mriya) [feat. Brooke Tomlinson],Curbi,56,1/3/19
Wrong for Me,Otherwise Fine,35,15/5/19
Take Me Away,Calippo,49,19/4/19
Pretender,Wolves By Night,14,12/4/19
Love Me - Felix Cartal's Chill Mix,Felix Cartal,58,3/5/19
Tell Me Why,Duskus,33,22/3/19
Dancing By Yourself,Junior Sanchez,40,14/6/19
Hurt U,EAUXMAR,40,18/1/19
It Ain't Over,Funk Machine,25,7/6/19
Shadows (feat. Veronica),Adam K,44,10/5/19
Preach,Watermät,40,11/2/19
Found Me (feat. Maria Hazell),The Him,61,3/5/19
We Are The Greatest,Keanu Silva,45,13/6/19
Pick You Up (feat. Penny F),Redondo,50,2/8/19
Wonder - Extended,Linier,31,15/3/19
Skin - Rinzen Remix,Kidnap,45,24/8/18
Know Love - OTR Remix,RKCB,48,18/4/19
Nomite - Passenger 10 Remix Edit,Horisone,20,8/3/19
Nothin' to Compare,Who,54,12/4/19
Follow Me (feat. NBLM) - Redondo & Gil Glaze Remix,Bolier,15,15/3/19
As I Sleep (feat. Charlee) [BODÉ Remix] - Club Mix,Tobtok,36,27/7/18
You & I,Mercer,23,5/4/19
Over - Zonderling Edit,Dannic,39,10/5/19
Simple Hit,Dombresky,55,3/5/19
Sounds Good To Me - Gerd Janson Remix,Hanne Mjøen,26,23/11/18
Young,Brieuc,33,10/5/19
Smile,Prince Paris,39,26/4/19
Crazy For Your Love,Radiology,31,14/12/18
Symphony - Acoustic Mix,Sick Individuals,24,28/1/19
留学生,Monkey Majik,49,6/3/19
Body Language,INTERSECTION,32,7/12/18
HONEY,RIRI,42,31/10/18
真っ赤な太陽,RAMMELLS,29,11/7/05
In This Place - Kizuna Version,Thelma Aoyama,28,19/12/18
Stereo,LOZAREENA,31,9/11/18
ひとりの夜を抜け,Lucky Kilimanjaro,41,21/11/18
JOYRIDE (#SorryNotSorry pt.2),BananaLemon,30,17/12/18
ONE THING feat. SALU (BABY-T Remix),I Don't Like Mondays.,30,1/12/18
Rain,KEN THE 390,26,22/3/19
スパゲッティー,AYA A.K.A PANDA,42,16/1/19
Fever,YOSA & TAAR,38,16/11/18
ガリレオ・ガール,NONA REEVES,37,13/3/19
FAKE,ASOBOiSM,29,10/10/18
Mi Body Good,Akane,27,16/1/19
Cruisin',Shin Sakiura,29,9/1/19
Drop Top,MaisonDe,36,14/7/19
Break up,Taichi Mukai,40,28/11/18
AMOR,BoA,36,26/12/18
Make A Move,EMMA WAHLIN,45,6/2/19
Limousine,DJ PIGER,18,1/5/19
Too Fragile,CIRRRCLE,27,20/2/19
Violeta,IZ*ONE,67,1/4/19
